date,score,country,term,translated_term,score_difference,date_str
06.07.2020,6,uk,hand-sanitizer,hand-sanitizer,5.0,06.07.2020
14.06.2020,6,uk,hand-sanitizer,hand-sanitizer,5.0,14.06.2020
21.06.2020,7,uk,hand-sanitizer,hand-sanitizer,6.0,21.06.2020
28.06.2020,6,uk,hand-sanitizer,hand-sanitizer,5.0,28.06.2020
07.05.2020,6,uk,hand-sanitizer,hand-sanitizer,5.0,07.05.2020
07.12.2020,6,uk,hand-sanitizer,hand-sanitizer,5.0,07.12.2020
19.07.2020,5,uk,hand-sanitizer,hand-sanitizer,4.0,19.07.2020
26.07.2020,4,uk,hand-sanitizer,hand-sanitizer,3.0,26.07.2020
08.02.2020,5,uk,hand-sanitizer,hand-sanitizer,4.0,08.02.2020
08.09.2020,4,uk,hand-sanitizer,hand-sanitizer,3.0,08.09.2020
16.08.2020,4,uk,hand-sanitizer,hand-sanitizer,3.0,16.08.2020
23.08.2020,4,uk,hand-sanitizer,hand-sanitizer,3.0,23.08.2020
30.08.2020,5,uk,hand-sanitizer,hand-sanitizer,4.0,30.08.2020
09.06.2020,4,uk,hand-sanitizer,hand-sanitizer,3.0,09.06.2020
13.09.2020,4,uk,hand-sanitizer,hand-sanitizer,3.0,13.09.2020
20.09.2020,5,uk,hand-sanitizer,hand-sanitizer,4.0,20.09.2020
27.09.2020,3,uk,hand-sanitizer,hand-sanitizer,2.0,27.09.2020
10.04.2020,3,uk,hand-sanitizer,hand-sanitizer,2.0,10.04.2020
10.11.2020,3,uk,hand-sanitizer,hand-sanitizer,2.0,10.11.2020
18.10.2020,2,uk,hand-sanitizer,hand-sanitizer,1.0,18.10.2020
25.10.2020,2,uk,hand-sanitizer,hand-sanitizer,1.0,25.10.2020
11.01.2020,2,uk,hand-sanitizer,hand-sanitizer,1.0,11.01.2020
11.03.2019,64,ger,pasta,pasta,4.0,11.03.2019
11.10.2019,65,ger,pasta,pasta,1.0,11.10.2019
17.11.2019,73,ger,pasta,pasta,23.0,17.11.2019
24.11.2019,53,ger,pasta,pasta,-4.0,24.11.2019
12.01.2019,64,ger,pasta,pasta,8.0,12.01.2019
12.08.2019,62,ger,pasta,pasta,0.0,12.08.2019
15.12.2019,59,ger,pasta,pasta,-2.0,15.12.2019
22.12.2019,70,ger,pasta,pasta,5.0,22.12.2019
29.12.2019,67,ger,pasta,pasta,0.0,29.12.2019
01.05.2020,67,ger,pasta,pasta,3.0,01.05.2020
01.12.2020,70,ger,pasta,pasta,10.0,01.12.2020
19.01.2020,67,ger,pasta,pasta,8.0,19.01.2020
26.01.2020,63,ger,pasta,pasta,0.0,26.01.2020
02.02.2020,64,ger,pasta,pasta,0.0,02.02.2020
02.09.2020,65,ger,pasta,pasta,3.0,02.09.2020
16.02.2020,66,ger,pasta,pasta,5.0,16.02.2020
23.02.2020,70,ger,pasta,pasta,7.0,23.02.2020
03.01.2020,65,ger,pasta,pasta,8.0,03.01.2020
03.08.2020,64,ger,pasta,pasta,2.0,03.08.2020
15.03.2020,67,ger,pasta,pasta,3.0,15.03.2020
22.03.2020,76,ger,pasta,pasta,19.0,22.03.2020
29.03.2020,81,ger,pasta,pasta,19.0,29.03.2020
04.05.2020,83,ger,pasta,pasta,22.0,04.05.2020
04.12.2020,83,ger,pasta,pasta,24.0,04.12.2020
19.04.2020,77,ger,pasta,pasta,14.0,19.04.2020
26.04.2020,100,ger,pasta,pasta,37.0,26.04.2020
05.03.2020,80,ger,pasta,pasta,18.0,05.03.2020
05.10.2020,71,ger,pasta,pasta,4.0,05.10.2020
17.05.2020,77,ger,pasta,pasta,15.0,17.05.2020
24.05.2020,76,ger,pasta,pasta,13.0,24.05.2020
31.05.2020,75,ger,pasta,pasta,21.0,31.05.2020
06.07.2020,73,ger,pasta,pasta,12.0,06.07.2020
14.06.2020,69,ger,pasta,pasta,10.0,14.06.2020
21.06.2020,63,ger,pasta,pasta,9.0,21.06.2020
28.06.2020,66,ger,pasta,pasta,11.0,28.06.2020
07.05.2020,74,ger,pasta,pasta,18.0,07.05.2020
07.12.2020,78,ger,pasta,pasta,24.0,07.12.2020
19.07.2020,73,ger,pasta,pasta,16.0,19.07.2020
26.07.2020,74,ger,pasta,pasta,14.0,26.07.2020
08.02.2020,67,ger,pasta,pasta,4.0,08.02.2020
08.09.2020,64,ger,pasta,pasta,3.0,08.09.2020
16.08.2020,65,ger,pasta,pasta,5.0,16.08.2020
23.08.2020,82,ger,pasta,pasta,19.0,23.08.2020
30.08.2020,83,ger,pasta,pasta,22.0,30.08.2020
09.06.2020,66,ger,pasta,pasta,6.0,09.06.2020
13.09.2020,64,ger,pasta,pasta,1.0,13.09.2020
20.09.2020,68,ger,pasta,pasta,8.0,20.09.2020
27.09.2020,75,ger,pasta,pasta,5.0,27.09.2020
10.04.2020,75,ger,pasta,pasta,11.0,10.04.2020
10.11.2020,82,ger,pasta,pasta,22.0,10.11.2020
18.10.2020,71,ger,pasta,pasta,8.0,18.10.2020
25.10.2020,75,ger,pasta,pasta,10.0,25.10.2020
11.01.2020,72,ger,pasta,pasta,8.0,11.01.2020
11.03.2019,72,nl,pasta,pasta,6.0,11.03.2019
11.10.2019,66,nl,pasta,pasta,-1.0,11.10.2019
17.11.2019,69,nl,pasta,pasta,10.0,17.11.2019
24.11.2019,65,nl,pasta,pasta,2.0,24.11.2019
12.01.2019,67,nl,pasta,pasta,8.0,12.01.2019
12.08.2019,65,nl,pasta,pasta,4.0,12.08.2019
15.12.2019,62,nl,pasta,pasta,-2.0,15.12.2019
22.12.2019,58,nl,pasta,pasta,2.0,22.12.2019
29.12.2019,74,nl,pasta,pasta,0.0,29.12.2019
01.05.2020,88,nl,pasta,pasta,16.0,01.05.2020
01.12.2020,79,nl,pasta,pasta,5.0,01.12.2020
19.01.2020,78,nl,pasta,pasta,11.0,19.01.2020
26.01.2020,81,nl,pasta,pasta,10.0,26.01.2020
02.02.2020,81,nl,pasta,pasta,5.0,02.02.2020
02.09.2020,79,nl,pasta,pasta,6.0,02.09.2020
16.02.2020,84,nl,pasta,pasta,12.0,16.02.2020
23.02.2020,79,nl,pasta,pasta,5.0,23.02.2020
03.01.2020,87,nl,pasta,pasta,16.0,03.01.2020
03.08.2020,75,nl,pasta,pasta,0.0,03.08.2020
15.03.2020,70,nl,pasta,pasta,3.0,15.03.2020
22.03.2020,84,nl,pasta,pasta,12.0,22.03.2020
29.03.2020,86,nl,pasta,pasta,15.0,29.03.2020
04.05.2020,89,nl,pasta,pasta,17.0,04.05.2020
04.12.2020,96,nl,pasta,pasta,25.0,04.12.2020
19.04.2020,94,nl,pasta,pasta,36.0,19.04.2020
26.04.2020,100,nl,pasta,pasta,26.0,26.04.2020
05.03.2020,97,nl,pasta,pasta,28.0,05.03.2020
05.10.2020,97,nl,pasta,pasta,27.0,05.10.2020
17.05.2020,91,nl,pasta,pasta,18.0,17.05.2020
24.05.2020,87,nl,pasta,pasta,18.0,24.05.2020
31.05.2020,87,nl,pasta,pasta,17.0,31.05.2020
06.07.2020,93,nl,pasta,pasta,28.0,06.07.2020
14.06.2020,84,nl,pasta,pasta,16.0,14.06.2020
21.06.2020,80,nl,pasta,pasta,11.0,21.06.2020
28.06.2020,79,nl,pasta,pasta,10.0,28.06.2020
07.05.2020,86,nl,pasta,pasta,12.0,07.05.2020
07.12.2020,81,nl,pasta,pasta,7.0,07.12.2020
19.07.2020,90,nl,pasta,pasta,11.0,19.07.2020
26.07.2020,89,nl,pasta,pasta,17.0,26.07.2020
08.02.2020,89,nl,pasta,pasta,21.0,08.02.2020
08.09.2020,92,nl,pasta,pasta,13.0,08.09.2020
16.08.2020,91,nl,pasta,pasta,12.0,16.08.2020
23.08.2020,87,nl,pasta,pasta,12.0,23.08.2020
30.08.2020,87,nl,pasta,pasta,17.0,30.08.2020
09.06.2020,86,nl,pasta,pasta,11.0,09.06.2020
13.09.2020,86,nl,pasta,pasta,12.0,13.09.2020
20.09.2020,83,nl,pasta,pasta,9.0,20.09.2020
27.09.2020,84,nl,pasta,pasta,12.0,27.09.2020
10.04.2020,85,nl,pasta,pasta,14.0,10.04.2020
10.11.2020,92,nl,pasta,pasta,21.0,10.11.2020
18.10.2020,85,nl,pasta,pasta,8.0,18.10.2020
25.10.2020,87,nl,pasta,pasta,13.0,25.10.2020
11.01.2020,87,nl,pasta,pasta,15.0,11.01.2020
11.03.2019,57,uk,pasta,pasta,5.0,11.03.2019
11.10.2019,56,uk,pasta,pasta,4.0,11.10.2019
17.11.2019,55,uk,pasta,pasta,5.0,17.11.2019
24.11.2019,51,uk,pasta,pasta,3.0,24.11.2019
12.01.2019,49,uk,pasta,pasta,3.0,12.01.2019
12.08.2019,47,uk,pasta,pasta,1.0,12.08.2019
15.12.2019,49,uk,pasta,pasta,9.0,15.12.2019
22.12.2019,38,uk,pasta,pasta,3.0,22.12.2019
29.12.2019,62,uk,pasta,pasta,2.0,29.12.2019
01.05.2020,74,uk,pasta,pasta,5.0,01.05.2020
01.12.2020,69,uk,pasta,pasta,1.0,01.12.2020
19.01.2020,70,uk,pasta,pasta,8.0,19.01.2020
26.01.2020,64,uk,pasta,pasta,5.0,26.01.2020
02.02.2020,67,uk,pasta,pasta,5.0,02.02.2020
02.09.2020,66,uk,pasta,pasta,7.0,02.09.2020
16.02.2020,66,uk,pasta,pasta,7.0,16.02.2020
23.02.2020,64,uk,pasta,pasta,5.0,23.02.2020
03.01.2020,67,uk,pasta,pasta,7.0,03.01.2020
03.08.2020,69,uk,pasta,pasta,9.0,03.08.2020
15.03.2020,93,uk,pasta,pasta,35.0,15.03.2020
22.03.2020,90,uk,pasta,pasta,31.0,22.03.2020
29.03.2020,100,uk,pasta,pasta,45.0,29.03.2020
04.05.2020,99,uk,pasta,pasta,40.0,04.05.2020
04.12.2020,100,uk,pasta,pasta,47.0,04.12.2020
19.04.2020,95,uk,pasta,pasta,43.0,19.04.2020
26.04.2020,89,uk,pasta,pasta,34.0,26.04.2020
05.03.2020,88,uk,pasta,pasta,31.0,05.03.2020
05.10.2020,88,uk,pasta,pasta,34.0,05.10.2020
17.05.2020,83,uk,pasta,pasta,32.0,17.05.2020
24.05.2020,77,uk,pasta,pasta,25.0,24.05.2020
31.05.2020,76,uk,pasta,pasta,24.0,31.05.2020
06.07.2020,76,uk,pasta,pasta,21.0,06.07.2020
14.06.2020,71,uk,pasta,pasta,17.0,14.06.2020
21.06.2020,69,uk,pasta,pasta,19.0,21.06.2020
28.06.2020,70,uk,pasta,pasta,17.0,28.06.2020
07.05.2020,68,uk,pasta,pasta,15.0,07.05.2020
07.12.2020,65,uk,pasta,pasta,8.0,07.12.2020
19.07.2020,69,uk,pasta,pasta,17.0,19.07.2020
26.07.2020,65,uk,pasta,pasta,9.0,26.07.2020
08.02.2020,67,uk,pasta,pasta,9.0,08.02.2020
08.09.2020,66,uk,pasta,pasta,10.0,08.09.2020
16.08.2020,65,uk,pasta,pasta,8.0,16.08.2020
23.08.2020,68,uk,pasta,pasta,10.0,23.08.2020
30.08.2020,71,uk,pasta,pasta,12.0,30.08.2020
09.06.2020,72,uk,pasta,pasta,12.0,09.06.2020
13.09.2020,65,uk,pasta,pasta,8.0,13.09.2020
20.09.2020,68,uk,pasta,pasta,13.0,20.09.2020
27.09.2020,70,uk,pasta,pasta,13.0,27.09.2020
10.04.2020,68,uk,pasta,pasta,9.0,10.04.2020
10.11.2020,69,uk,pasta,pasta,14.0,10.11.2020
18.10.2020,68,uk,pasta,pasta,11.0,18.10.2020
25.10.2020,65,uk,pasta,pasta,11.0,25.10.2020
11.01.2020,66,uk,pasta,pasta,9.0,11.01.2020
11.03.2019,85,ger,restaurant,restaurant,11.0,11.03.2019
11.10.2019,85,ger,restaurant,restaurant,8.0,11.10.2019
17.11.2019,83,ger,restaurant,restaurant,9.0,17.11.2019
24.11.2019,79,ger,restaurant,restaurant,5.0,24.11.2019
12.01.2019,80,ger,restaurant,restaurant,3.0,12.01.2019
12.08.2019,80,ger,restaurant,restaurant,3.0,12.08.2019
15.12.2019,80,ger,restaurant,restaurant,6.0,15.12.2019
22.12.2019,100,ger,restaurant,restaurant,7.0,22.12.2019
29.12.2019,99,ger,restaurant,restaurant,15.0,29.12.2019
01.05.2020,80,ger,restaurant,restaurant,10.0,01.05.2020
01.12.2020,79,ger,restaurant,restaurant,9.0,01.12.2020
19.01.2020,78,ger,restaurant,restaurant,11.0,19.01.2020
26.01.2020,78,ger,restaurant,restaurant,9.0,26.01.2020
02.02.2020,77,ger,restaurant,restaurant,2.0,02.02.2020
02.09.2020,85,ger,restaurant,restaurant,3.0,02.09.2020
16.02.2020,77,ger,restaurant,restaurant,5.0,16.02.2020
23.02.2020,73,ger,restaurant,restaurant,-2.0,23.02.2020
03.01.2020,74,ger,restaurant,restaurant,-7.0,03.01.2020
03.08.2020,55,ger,restaurant,restaurant,-19.0,03.08.2020
15.03.2020,40,ger,restaurant,restaurant,-37.0,15.03.2020
22.03.2020,26,ger,restaurant,restaurant,-51.0,22.03.2020
29.03.2020,27,ger,restaurant,restaurant,-45.0,29.03.2020
04.05.2020,27,ger,restaurant,restaurant,-46.0,04.05.2020
04.12.2020,26,ger,restaurant,restaurant,-57.0,04.12.2020
19.04.2020,26,ger,restaurant,restaurant,-50.0,19.04.2020
26.04.2020,30,ger,restaurant,restaurant,-45.0,26.04.2020
05.03.2020,37,ger,restaurant,restaurant,-41.0,05.03.2020
05.10.2020,49,ger,restaurant,restaurant,-25.0,05.10.2020
17.05.2020,63,ger,restaurant,restaurant,-7.0,17.05.2020
24.05.2020,60,ger,restaurant,restaurant,-17.0,24.05.2020
31.05.2020,70,ger,restaurant,restaurant,-1.0,31.05.2020
06.07.2020,74,ger,restaurant,restaurant,-3.0,06.07.2020
14.06.2020,71,ger,restaurant,restaurant,-8.0,14.06.2020
21.06.2020,73,ger,restaurant,restaurant,5.0,21.06.2020
28.06.2020,81,ger,restaurant,restaurant,6.0,28.06.2020
07.05.2020,87,ger,restaurant,restaurant,8.0,07.05.2020
07.12.2020,92,ger,restaurant,restaurant,10.0,07.12.2020
19.07.2020,99,ger,restaurant,restaurant,16.0,19.07.2020
26.07.2020,99,ger,restaurant,restaurant,10.0,26.07.2020
08.02.2020,97,ger,restaurant,restaurant,6.0,08.02.2020
08.09.2020,96,ger,restaurant,restaurant,8.0,08.09.2020
16.08.2020,98,ger,restaurant,restaurant,17.0,16.08.2020
23.08.2020,98,ger,restaurant,restaurant,19.0,23.08.2020
30.08.2020,93,ger,restaurant,restaurant,11.0,30.08.2020
09.06.2020,96,ger,restaurant,restaurant,16.0,09.06.2020
13.09.2020,93,ger,restaurant,restaurant,11.0,13.09.2020
20.09.2020,92,ger,restaurant,restaurant,11.0,20.09.2020
27.09.2020,88,ger,restaurant,restaurant,-5.0,27.09.2020
10.04.2020,88,ger,restaurant,restaurant,2.0,10.04.2020
10.11.2020,82,ger,restaurant,restaurant,-6.0,10.11.2020
18.10.2020,72,ger,restaurant,restaurant,-14.0,18.10.2020
25.10.2020,68,ger,restaurant,restaurant,-23.0,25.10.2020
11.01.2020,35,ger,restaurant,restaurant,-50.0,11.01.2020
11.03.2019,77,nl,restaurant,restaurant,1.0,11.03.2019
11.10.2019,75,nl,restaurant,restaurant,2.0,11.10.2019
17.11.2019,75,nl,restaurant,restaurant,6.0,17.11.2019
24.11.2019,70,nl,restaurant,restaurant,1.0,24.11.2019
12.01.2019,71,nl,restaurant,restaurant,2.0,12.01.2019
12.08.2019,68,nl,restaurant,restaurant,1.0,12.08.2019
15.12.2019,67,nl,restaurant,restaurant,-4.0,15.12.2019
22.12.2019,81,nl,restaurant,restaurant,3.0,22.12.2019
29.12.2019,77,nl,restaurant,restaurant,0.0,29.12.2019
01.05.2020,68,nl,restaurant,restaurant,1.0,01.05.2020
01.12.2020,75,nl,restaurant,restaurant,10.0,01.12.2020
19.01.2020,73,nl,restaurant,restaurant,7.0,19.01.2020
26.01.2020,70,nl,restaurant,restaurant,4.0,26.01.2020
02.02.2020,71,nl,restaurant,restaurant,-1.0,02.02.2020
02.09.2020,78,nl,restaurant,restaurant,3.0,02.09.2020
16.02.2020,74,nl,restaurant,restaurant,1.0,16.02.2020
23.02.2020,77,nl,restaurant,restaurant,8.0,23.02.2020
03.01.2020,66,nl,restaurant,restaurant,-3.0,03.01.2020
03.08.2020,52,nl,restaurant,restaurant,-13.0,03.08.2020
15.03.2020,31,nl,restaurant,restaurant,-36.0,15.03.2020
22.03.2020,25,nl,restaurant,restaurant,-43.0,22.03.2020
29.03.2020,26,nl,restaurant,restaurant,-40.0,29.03.2020
04.05.2020,26,nl,restaurant,restaurant,-45.0,04.05.2020
04.12.2020,26,nl,restaurant,restaurant,-42.0,04.12.2020
19.04.2020,26,nl,restaurant,restaurant,-44.0,19.04.2020
26.04.2020,30,nl,restaurant,restaurant,-48.0,26.04.2020
05.03.2020,33,nl,restaurant,restaurant,-35.0,05.03.2020
05.10.2020,34,nl,restaurant,restaurant,-37.0,05.10.2020
17.05.2020,37,nl,restaurant,restaurant,-30.0,17.05.2020
24.05.2020,40,nl,restaurant,restaurant,-38.0,24.05.2020
31.05.2020,59,nl,restaurant,restaurant,-9.0,31.05.2020
06.07.2020,64,nl,restaurant,restaurant,-8.0,06.07.2020
14.06.2020,68,nl,restaurant,restaurant,0.0,14.06.2020
21.06.2020,76,nl,restaurant,restaurant,8.0,21.06.2020
28.06.2020,77,nl,restaurant,restaurant,7.0,28.06.2020
07.05.2020,85,nl,restaurant,restaurant,13.0,07.05.2020
07.12.2020,90,nl,restaurant,restaurant,13.0,07.12.2020
19.07.2020,100,nl,restaurant,restaurant,20.0,19.07.2020
26.07.2020,100,nl,restaurant,restaurant,12.0,26.07.2020
08.02.2020,99,nl,restaurant,restaurant,8.0,08.02.2020
08.09.2020,92,nl,restaurant,restaurant,4.0,08.09.2020
16.08.2020,96,nl,restaurant,restaurant,16.0,16.08.2020
23.08.2020,88,nl,restaurant,restaurant,13.0,23.08.2020
30.08.2020,87,nl,restaurant,restaurant,15.0,30.08.2020
09.06.2020,90,nl,restaurant,restaurant,20.0,09.06.2020
13.09.2020,85,nl,restaurant,restaurant,13.0,13.09.2020
20.09.2020,79,nl,restaurant,restaurant,8.0,20.09.2020
27.09.2020,73,nl,restaurant,restaurant,0.0,27.09.2020
10.04.2020,64,nl,restaurant,restaurant,-11.0,10.04.2020
10.11.2020,55,nl,restaurant,restaurant,-27.0,10.11.2020
18.10.2020,37,nl,restaurant,restaurant,-48.0,18.10.2020
25.10.2020,32,nl,restaurant,restaurant,-43.0,25.10.2020
11.01.2020,27,nl,restaurant,restaurant,-50.0,11.01.2020
11.03.2019,68,uk,restaurant,restaurant,0.0,11.03.2019
11.10.2019,69,uk,restaurant,restaurant,2.0,11.10.2019
17.11.2019,65,uk,restaurant,restaurant,3.0,17.11.2019
24.11.2019,62,uk,restaurant,restaurant,-2.0,24.11.2019
12.01.2019,62,uk,restaurant,restaurant,-3.0,12.01.2019
12.08.2019,72,uk,restaurant,restaurant,7.0,12.08.2019
15.12.2019,71,uk,restaurant,restaurant,6.0,15.12.2019
22.12.2019,70,uk,restaurant,restaurant,3.0,22.12.2019
29.12.2019,77,uk,restaurant,restaurant,6.0,29.12.2019
01.05.2020,65,uk,restaurant,restaurant,0.0,01.05.2020
01.12.2020,68,uk,restaurant,restaurant,3.0,01.12.2020
19.01.2020,71,uk,restaurant,restaurant,2.0,19.01.2020
26.01.2020,67,uk,restaurant,restaurant,5.0,26.01.2020
02.02.2020,69,uk,restaurant,restaurant,-2.0,02.02.2020
02.09.2020,75,uk,restaurant,restaurant,-1.0,02.09.2020
16.02.2020,70,uk,restaurant,restaurant,0.0,16.02.2020
23.02.2020,64,uk,restaurant,restaurant,-1.0,23.02.2020
03.01.2020,61,uk,restaurant,restaurant,-3.0,03.01.2020
03.08.2020,52,uk,restaurant,restaurant,-17.0,03.08.2020
15.03.2020,35,uk,restaurant,restaurant,-35.0,15.03.2020
22.03.2020,22,uk,restaurant,restaurant,-47.0,22.03.2020
29.03.2020,25,uk,restaurant,restaurant,-43.0,29.03.2020
04.05.2020,23,uk,restaurant,restaurant,-44.0,04.05.2020
04.12.2020,25,uk,restaurant,restaurant,-42.0,04.12.2020
19.04.2020,23,uk,restaurant,restaurant,-38.0,19.04.2020
26.04.2020,24,uk,restaurant,restaurant,-38.0,26.04.2020
05.03.2020,24,uk,restaurant,restaurant,-38.0,05.03.2020
05.10.2020,24,uk,restaurant,restaurant,-39.0,05.10.2020
17.05.2020,26,uk,restaurant,restaurant,-40.0,17.05.2020
24.05.2020,24,uk,restaurant,restaurant,-43.0,24.05.2020
31.05.2020,27,uk,restaurant,restaurant,-37.0,31.05.2020
06.07.2020,26,uk,restaurant,restaurant,-41.0,06.07.2020
14.06.2020,28,uk,restaurant,restaurant,-38.0,14.06.2020
21.06.2020,33,uk,restaurant,restaurant,-31.0,21.06.2020
28.06.2020,40,uk,restaurant,restaurant,-23.0,28.06.2020
07.05.2020,53,uk,restaurant,restaurant,-14.0,07.05.2020
07.12.2020,57,uk,restaurant,restaurant,-9.0,07.12.2020
19.07.2020,66,uk,restaurant,restaurant,-3.0,19.07.2020
26.07.2020,68,uk,restaurant,restaurant,-4.0,26.07.2020
08.02.2020,88,uk,restaurant,restaurant,13.0,08.02.2020
08.09.2020,90,uk,restaurant,restaurant,16.0,08.09.2020
16.08.2020,98,uk,restaurant,restaurant,25.0,16.08.2020
23.08.2020,100,uk,restaurant,restaurant,26.0,23.08.2020
30.08.2020,85,uk,restaurant,restaurant,17.0,30.08.2020
09.06.2020,71,uk,restaurant,restaurant,1.0,09.06.2020
13.09.2020,66,uk,restaurant,restaurant,-3.0,13.09.2020
20.09.2020,63,uk,restaurant,restaurant,-5.0,20.09.2020
27.09.2020,61,uk,restaurant,restaurant,-7.0,27.09.2020
10.04.2020,62,uk,restaurant,restaurant,-11.0,10.04.2020
10.11.2020,56,uk,restaurant,restaurant,-13.0,10.11.2020
18.10.2020,54,uk,restaurant,restaurant,-17.0,18.10.2020
25.10.2020,55,uk,restaurant,restaurant,-14.0,25.10.2020
11.01.2020,39,uk,restaurant,restaurant,-29.0,11.01.2020
11.03.2019,72,ger,rice,rei,7.0,11.03.2019
11.10.2019,73,ger,rice,rei,5.0,11.10.2019
17.11.2019,76,ger,rice,rei,11.0,17.11.2019
24.11.2019,68,ger,rice,rei,6.0,24.11.2019
12.01.2019,65,ger,rice,rei,8.0,12.01.2019
12.08.2019,74,ger,rice,rei,13.0,12.08.2019
15.12.2019,63,ger,rice,rei,6.0,15.12.2019
22.12.2019,65,ger,rice,rei,9.0,22.12.2019
29.12.2019,89,ger,rice,rei,7.0,29.12.2019
01.05.2020,95,ger,rice,rei,8.0,01.05.2020
01.12.2020,94,ger,rice,rei,11.0,01.12.2020
19.01.2020,100,ger,rice,rei,17.0,19.01.2020
26.01.2020,90,ger,rice,rei,11.0,26.01.2020
02.02.2020,88,ger,rice,rei,9.0,02.02.2020
02.09.2020,88,ger,rice,rei,9.0,02.09.2020
16.02.2020,82,ger,rice,rei,8.0,16.02.2020
23.02.2020,92,ger,rice,rei,21.0,23.02.2020
03.01.2020,92,ger,rice,rei,13.0,03.01.2020
03.08.2020,91,ger,rice,rei,12.0,03.08.2020
15.03.2020,82,ger,rice,rei,5.0,15.03.2020
22.03.2020,96,ger,rice,rei,24.0,22.03.2020
29.03.2020,99,ger,rice,rei,31.0,29.03.2020
04.05.2020,94,ger,rice,rei,25.0,04.05.2020
04.12.2020,90,ger,rice,rei,22.0,04.12.2020
19.04.2020,91,ger,rice,rei,33.0,19.04.2020
26.04.2020,100,ger,rice,rei,29.0,26.04.2020
05.03.2020,97,ger,rice,rei,25.0,05.03.2020
05.10.2020,92,ger,rice,rei,26.0,05.10.2020
17.05.2020,86,ger,rice,rei,14.0,17.05.2020
24.05.2020,87,ger,rice,rei,23.0,24.05.2020
31.05.2020,83,ger,rice,rei,17.0,31.05.2020
06.07.2020,92,ger,rice,rei,32.0,06.07.2020
14.06.2020,92,ger,rice,rei,28.0,14.06.2020
21.06.2020,81,ger,rice,rei,24.0,21.06.2020
28.06.2020,83,ger,rice,rei,21.0,28.06.2020
07.05.2020,90,ger,rice,rei,26.0,07.05.2020
07.12.2020,87,ger,rice,rei,22.0,07.12.2020
19.07.2020,86,ger,rice,rei,21.0,19.07.2020
26.07.2020,82,ger,rice,rei,11.0,26.07.2020
08.02.2020,84,ger,rice,rei,10.0,08.02.2020
08.09.2020,80,ger,rice,rei,8.0,08.09.2020
16.08.2020,89,ger,rice,rei,22.0,16.08.2020
23.08.2020,88,ger,rice,rei,22.0,23.08.2020
30.08.2020,86,ger,rice,rei,17.0,30.08.2020
09.06.2020,81,ger,rice,rei,12.0,09.06.2020
13.09.2020,84,ger,rice,rei,15.0,13.09.2020
20.09.2020,83,ger,rice,rei,17.0,20.09.2020
27.09.2020,79,ger,rice,rei,10.0,27.09.2020
10.04.2020,81,ger,rice,rei,10.0,10.04.2020
10.11.2020,85,ger,rice,rei,10.0,10.11.2020
18.10.2020,88,ger,rice,rei,14.0,18.10.2020
25.10.2020,82,ger,rice,rei,9.0,25.10.2020
11.01.2020,80,ger,rice,rei,8.0,11.01.2020
11.03.2019,68,nl,rice,rijst,3.0,11.03.2019
11.10.2019,58,nl,rice,rijst,-5.0,11.10.2019
17.11.2019,64,nl,rice,rijst,2.0,17.11.2019
24.11.2019,67,nl,rice,rijst,9.0,24.11.2019
12.01.2019,63,nl,rice,rijst,0.0,12.01.2019
12.08.2019,52,nl,rice,rijst,-8.0,12.08.2019
15.12.2019,50,nl,rice,rijst,-9.0,15.12.2019
22.12.2019,52,nl,rice,rijst,0.0,22.12.2019
29.12.2019,66,nl,rice,rijst,1.0,29.12.2019
01.05.2020,85,nl,rice,rijst,13.0,01.05.2020
01.12.2020,81,nl,rice,rijst,0.0,01.12.2020
19.01.2020,81,nl,rice,rijst,13.0,19.01.2020
26.01.2020,76,nl,rice,rijst,2.0,26.01.2020
02.02.2020,75,nl,rice,rijst,-2.0,02.02.2020
02.09.2020,68,nl,rice,rijst,-5.0,02.09.2020
16.02.2020,80,nl,rice,rijst,6.0,16.02.2020
23.02.2020,80,nl,rice,rijst,16.0,23.02.2020
03.01.2020,72,nl,rice,rijst,-1.0,03.01.2020
03.08.2020,79,nl,rice,rijst,7.0,03.08.2020
15.03.2020,80,nl,rice,rijst,15.0,15.03.2020
22.03.2020,89,nl,rice,rijst,18.0,22.03.2020
29.03.2020,90,nl,rice,rijst,27.0,29.03.2020
04.05.2020,80,nl,rice,rijst,9.0,04.05.2020
04.12.2020,86,nl,rice,rijst,33.0,04.12.2020
19.04.2020,84,nl,rice,rijst,34.0,19.04.2020
26.04.2020,100,nl,rice,rijst,34.0,26.04.2020
05.03.2020,92,nl,rice,rijst,21.0,05.03.2020
05.10.2020,87,nl,rice,rijst,14.0,05.10.2020
17.05.2020,78,nl,rice,rijst,9.0,17.05.2020
24.05.2020,81,nl,rice,rijst,23.0,24.05.2020
31.05.2020,77,nl,rice,rijst,14.0,31.05.2020
06.07.2020,84,nl,rice,rijst,23.0,06.07.2020
14.06.2020,73,nl,rice,rijst,17.0,14.06.2020
21.06.2020,69,nl,rice,rijst,19.0,21.06.2020
28.06.2020,73,nl,rice,rijst,14.0,28.06.2020
07.05.2020,78,nl,rice,rijst,15.0,07.05.2020
07.12.2020,72,nl,rice,rijst,12.0,07.12.2020
19.07.2020,76,nl,rice,rijst,25.0,19.07.2020
26.07.2020,77,nl,rice,rijst,10.0,26.07.2020
08.02.2020,72,nl,rice,rijst,-4.0,08.02.2020
08.09.2020,61,nl,rice,rijst,-10.0,08.09.2020
16.08.2020,71,nl,rice,rijst,2.0,16.08.2020
