date,score,country,term,translated_term,score_difference,date_str,orig_score_diff,display_term,renamed_term,iso_num,iso_alpha,score_diff_positive
2020-02-02,71,uk,spices,spice,3,2020-02-02,3,spices,spices,826.0,GBR,positive
2020-02-09,66,uk,spices,spice,3,2020-02-09,-3,spices,spices,826.0,GBR,negative
2020-02-16,53,uk,spices,spice,5,2020-02-16,-5,spices,spices,826.0,GBR,negative
2020-02-23,58,uk,spices,spice,1,2020-02-23,-1,spices,spices,826.0,GBR,negative
2020-03-01,63,uk,spices,spice,6,2020-03-01,6,spices,spices,826.0,GBR,positive
2020-03-08,63,uk,spices,spice,5,2020-03-08,5,spices,spices,826.0,GBR,positive
2020-03-15,53,uk,spices,spice,3,2020-03-15,-3,spices,spices,826.0,GBR,negative
2020-03-22,79,uk,spices,spice,24,2020-03-22,24,spices,spices,826.0,GBR,positive
2020-03-29,92,uk,spices,spice,25,2020-03-29,25,spices,spices,826.0,GBR,positive
2020-04-05,98,uk,spices,spice,34,2020-04-05,34,spices,spices,826.0,GBR,positive
2020-04-12,100,uk,spices,spice,47,2020-04-12,47,spices,spices,826.0,GBR,positive
2020-04-19,92,uk,spices,spice,39,2020-04-19,39,spices,spices,826.0,GBR,positive
2020-04-26,98,uk,spices,spice,48,2020-04-26,48,spices,spices,826.0,GBR,positive
2020-05-03,93,uk,spices,spice,26,2020-05-03,26,spices,spices,826.0,GBR,positive
2020-05-10,81,uk,spices,spice,23,2020-05-10,23,spices,spices,826.0,GBR,positive
2020-05-17,79,uk,spices,spice,37,2020-05-17,37,spices,spices,826.0,GBR,positive
2020-05-24,83,uk,spices,spice,35,2020-05-24,35,spices,spices,826.0,GBR,positive
2020-05-31,75,uk,spices,spice,20,2020-05-31,20,spices,spices,826.0,GBR,positive
2020-06-07,70,uk,spices,spice,22,2020-06-07,22,spices,spices,826.0,GBR,positive
2020-06-14,73,uk,spices,spice,20,2020-06-14,20,spices,spices,826.0,GBR,positive
2020-06-21,67,uk,spices,spice,14,2020-06-21,14,spices,spices,826.0,GBR,positive
2020-06-28,68,uk,spices,spice,22,2020-06-28,22,spices,spices,826.0,GBR,positive
2020-07-05,73,uk,spices,spice,19,2020-07-05,19,spices,spices,826.0,GBR,positive
2020-07-12,69,uk,spices,spice,20,2020-07-12,20,spices,spices,826.0,GBR,positive
2020-07-19,63,uk,spices,spice,14,2020-07-19,14,spices,spices,826.0,GBR,positive
2020-07-26,61,uk,spices,spice,3,2020-07-26,3,spices,spices,826.0,GBR,positive
2020-08-02,64,uk,spices,spice,6,2020-08-02,6,spices,spices,826.0,GBR,positive
2020-08-09,60,uk,spices,spice,2,2020-08-09,2,spices,spices,826.0,GBR,positive
2020-08-16,76,uk,spices,spice,18,2020-08-16,18,spices,spices,826.0,GBR,positive
2020-08-23,65,uk,spices,spice,11,2020-08-23,11,spices,spices,826.0,GBR,positive
2020-08-30,68,uk,spices,spice,13,2020-08-30,13,spices,spices,826.0,GBR,positive
2020-09-06,72,uk,spices,spice,23,2020-09-06,23,spices,spices,826.0,GBR,positive
2020-09-13,63,uk,spices,spice,10,2020-09-13,10,spices,spices,826.0,GBR,positive
2020-09-20,72,uk,spices,spice,19,2020-09-20,19,spices,spices,826.0,GBR,positive
2020-09-27,74,uk,spices,spice,20,2020-09-27,20,spices,spices,826.0,GBR,positive
2020-10-04,83,uk,spices,spice,20,2020-10-04,20,spices,spices,826.0,GBR,positive
2020-10-11,79,uk,spices,spice,19,2020-10-11,19,spices,spices,826.0,GBR,positive
2020-10-18,77,uk,spices,spice,23,2020-10-18,23,spices,spices,826.0,GBR,positive
2020-10-25,79,uk,spices,spice,16,2020-10-25,16,spices,spices,826.0,GBR,positive
2020-11-01,77,uk,spices,spice,16,2020-11-01,16,spices,spices,826.0,GBR,positive
2019-11-03,51,ger,takeaway,zummitnehmen,12,2019-11-03,12,takeaway,takeaway,276.0,DEU,positive
2019-11-10,55,ger,takeaway,zummitnehmen,36,2019-11-10,36,takeaway,takeaway,276.0,DEU,positive
2019-11-17,58,ger,takeaway,zummitnehmen,21,2019-11-17,21,takeaway,takeaway,276.0,DEU,positive
2019-11-24,39,ger,takeaway,zummitnehmen,3,2019-11-24,-3,takeaway,takeaway,276.0,DEU,negative
2019-12-01,31,ger,takeaway,zummitnehmen,2,2019-12-01,-2,takeaway,takeaway,276.0,DEU,negative
2019-12-08,25,ger,takeaway,zummitnehmen,19,2019-12-08,-19,takeaway,takeaway,276.0,DEU,negative
2019-12-15,24,ger,takeaway,zummitnehmen,10,2019-12-15,-10,takeaway,takeaway,276.0,DEU,negative
2019-12-22,38,ger,takeaway,zummitnehmen,3,2019-12-22,-3,takeaway,takeaway,276.0,DEU,negative
2019-12-29,42,ger,takeaway,zummitnehmen,5,2019-12-29,5,takeaway,takeaway,276.0,DEU,positive
2020-01-05,65,ger,takeaway,zummitnehmen,24,2020-01-05,24,takeaway,takeaway,276.0,DEU,positive
2020-01-12,40,ger,takeaway,zummitnehmen,3,2020-01-12,-3,takeaway,takeaway,276.0,DEU,negative
2020-01-19,47,ger,takeaway,zummitnehmen,8,2020-01-19,8,takeaway,takeaway,276.0,DEU,positive
2020-01-26,49,ger,takeaway,zummitnehmen,8,2020-01-26,8,takeaway,takeaway,276.0,DEU,positive
2020-02-02,41,ger,takeaway,zummitnehmen,2,2020-02-02,-2,takeaway,takeaway,276.0,DEU,negative
2020-02-09,48,ger,takeaway,zummitnehmen,14,2020-02-09,14,takeaway,takeaway,276.0,DEU,positive
2020-02-16,44,ger,takeaway,zummitnehmen,10,2020-02-16,-10,takeaway,takeaway,276.0,DEU,negative
2020-02-23,43,ger,takeaway,zummitnehmen,6,2020-02-23,-6,takeaway,takeaway,276.0,DEU,negative
2020-03-01,41,ger,takeaway,zummitnehmen,12,2020-03-01,-12,takeaway,takeaway,276.0,DEU,negative
2020-03-08,36,ger,takeaway,zummitnehmen,8,2020-03-08,-8,takeaway,takeaway,276.0,DEU,negative
2020-03-15,49,ger,takeaway,zummitnehmen,15,2020-03-15,15,takeaway,takeaway,276.0,DEU,positive
2020-03-22,48,ger,takeaway,zummitnehmen,7,2020-03-22,-7,takeaway,takeaway,276.0,DEU,negative
2020-03-29,56,ger,takeaway,zummitnehmen,11,2020-03-29,11,takeaway,takeaway,276.0,DEU,positive
2020-04-05,68,ger,takeaway,zummitnehmen,26,2020-04-05,26,takeaway,takeaway,276.0,DEU,positive
2020-04-12,72,ger,takeaway,zummitnehmen,24,2020-04-12,24,takeaway,takeaway,276.0,DEU,positive
2020-04-19,59,ger,takeaway,zummitnehmen,18,2020-04-19,18,takeaway,takeaway,276.0,DEU,positive
2020-04-26,70,ger,takeaway,zummitnehmen,20,2020-04-26,20,takeaway,takeaway,276.0,DEU,positive
2020-05-03,69,ger,takeaway,zummitnehmen,33,2020-05-03,33,takeaway,takeaway,276.0,DEU,positive
2020-05-10,59,ger,takeaway,zummitnehmen,27,2020-05-10,27,takeaway,takeaway,276.0,DEU,positive
2020-05-17,54,ger,takeaway,zummitnehmen,17,2020-05-17,17,takeaway,takeaway,276.0,DEU,positive
2020-05-24,32,ger,takeaway,zummitnehmen,11,2020-05-24,-11,takeaway,takeaway,276.0,DEU,negative
2020-05-31,65,ger,takeaway,zummitnehmen,30,2020-05-31,30,takeaway,takeaway,276.0,DEU,positive
2020-06-07,46,ger,takeaway,zummitnehmen,10,2020-06-07,-10,takeaway,takeaway,276.0,DEU,negative
2020-06-14,57,ger,takeaway,zummitnehmen,14,2020-06-14,-14,takeaway,takeaway,276.0,DEU,negative
2020-06-21,47,ger,takeaway,zummitnehmen,2,2020-06-21,-2,takeaway,takeaway,276.0,DEU,negative
2020-06-28,48,ger,takeaway,zummitnehmen,10,2020-06-28,10,takeaway,takeaway,276.0,DEU,positive
2020-07-05,62,ger,takeaway,zummitnehmen,15,2020-07-05,15,takeaway,takeaway,276.0,DEU,positive
2020-07-12,64,ger,takeaway,zummitnehmen,29,2020-07-12,29,takeaway,takeaway,276.0,DEU,positive
2020-07-19,49,ger,takeaway,zummitnehmen,0,2020-07-19,0,takeaway,takeaway,276.0,DEU,positive
2020-07-26,62,ger,takeaway,zummitnehmen,14,2020-07-26,14,takeaway,takeaway,276.0,DEU,positive
2020-08-02,58,ger,takeaway,zummitnehmen,12,2020-08-02,-12,takeaway,takeaway,276.0,DEU,negative
2020-08-09,65,ger,takeaway,zummitnehmen,10,2020-08-09,10,takeaway,takeaway,276.0,DEU,positive
2020-08-16,70,ger,takeaway,zummitnehmen,20,2020-08-16,20,takeaway,takeaway,276.0,DEU,positive
2020-08-23,46,ger,takeaway,zummitnehmen,17,2020-08-23,-17,takeaway,takeaway,276.0,DEU,negative
2020-08-30,61,ger,takeaway,zummitnehmen,31,2020-08-30,31,takeaway,takeaway,276.0,DEU,positive
2020-09-06,45,ger,takeaway,zummitnehmen,17,2020-09-06,-17,takeaway,takeaway,276.0,DEU,negative
2020-09-13,55,ger,takeaway,zummitnehmen,21,2020-09-13,21,takeaway,takeaway,276.0,DEU,positive
2020-09-20,52,ger,takeaway,zummitnehmen,7,2020-09-20,7,takeaway,takeaway,276.0,DEU,positive
2020-09-27,49,ger,takeaway,zummitnehmen,13,2020-09-27,13,takeaway,takeaway,276.0,DEU,positive
2020-10-04,68,ger,takeaway,zummitnehmen,27,2020-10-04,27,takeaway,takeaway,276.0,DEU,positive
2020-10-11,64,ger,takeaway,zummitnehmen,1,2020-10-11,-1,takeaway,takeaway,276.0,DEU,negative
2020-10-18,53,ger,takeaway,zummitnehmen,2,2020-10-18,2,takeaway,takeaway,276.0,DEU,positive
2020-10-25,68,ger,takeaway,zummitnehmen,23,2020-10-25,23,takeaway,takeaway,276.0,DEU,positive
2020-11-01,100,ger,takeaway,zummitnehmen,49,2020-11-01,49,takeaway,takeaway,276.0,DEU,positive
2019-11-03,20,nl,takeaway,takeaway,2,2019-11-03,-2,takeaway,takeaway,533.0,NLD,negative
2019-11-10,26,nl,takeaway,takeaway,1,2019-11-10,1,takeaway,takeaway,533.0,NLD,positive
2019-11-17,26,nl,takeaway,takeaway,9,2019-11-17,9,takeaway,takeaway,533.0,NLD,positive
2019-11-24,22,nl,takeaway,takeaway,2,2019-11-24,-2,takeaway,takeaway,533.0,NLD,negative
2019-12-01,23,nl,takeaway,takeaway,12,2019-12-01,12,takeaway,takeaway,533.0,NLD,positive
2019-12-08,27,nl,takeaway,takeaway,5,2019-12-08,5,takeaway,takeaway,533.0,NLD,positive
2019-12-15,20,nl,takeaway,takeaway,1,2019-12-15,-1,takeaway,takeaway,533.0,NLD,negative
2019-12-22,23,nl,takeaway,takeaway,2,2019-12-22,-2,takeaway,takeaway,533.0,NLD,negative
2019-12-29,18,nl,takeaway,takeaway,5,2019-12-29,-5,takeaway,takeaway,533.0,NLD,negative
2020-01-05,32,nl,takeaway,takeaway,4,2020-01-05,4,takeaway,takeaway,533.0,NLD,positive
2020-01-12,26,nl,takeaway,takeaway,4,2020-01-12,4,takeaway,takeaway,533.0,NLD,positive
2020-01-19,26,nl,takeaway,takeaway,1,2020-01-19,-1,takeaway,takeaway,533.0,NLD,negative
2020-01-26,29,nl,takeaway,takeaway,3,2020-01-26,3,takeaway,takeaway,533.0,NLD,positive
2020-02-02,25,nl,takeaway,takeaway,2,2020-02-02,-2,takeaway,takeaway,533.0,NLD,negative
2020-02-09,40,nl,takeaway,takeaway,22,2020-02-09,22,takeaway,takeaway,533.0,NLD,positive
2020-02-16,22,nl,takeaway,takeaway,19,2020-02-16,-19,takeaway,takeaway,533.0,NLD,negative
2020-02-23,38,nl,takeaway,takeaway,14,2020-02-23,14,takeaway,takeaway,533.0,NLD,positive
2020-03-01,27,nl,takeaway,takeaway,1,2020-03-01,1,takeaway,takeaway,533.0,NLD,positive
2020-03-08,26,nl,takeaway,takeaway,6,2020-03-08,-6,takeaway,takeaway,533.0,NLD,negative
2020-03-15,39,nl,takeaway,takeaway,19,2020-03-15,19,takeaway,takeaway,533.0,NLD,positive
2020-03-22,35,nl,takeaway,takeaway,15,2020-03-22,15,takeaway,takeaway,533.0,NLD,positive
2020-03-29,44,nl,takeaway,takeaway,26,2020-03-29,26,takeaway,takeaway,533.0,NLD,positive
2020-04-05,44,nl,takeaway,takeaway,13,2020-04-05,13,takeaway,takeaway,533.0,NLD,positive
2020-04-12,38,nl,takeaway,takeaway,16,2020-04-12,16,takeaway,takeaway,533.0,NLD,positive
2020-04-19,42,nl,takeaway,takeaway,15,2020-04-19,15,takeaway,takeaway,533.0,NLD,positive
2020-04-26,72,nl,takeaway,takeaway,45,2020-04-26,45,takeaway,takeaway,533.0,NLD,positive
2020-05-03,82,nl,takeaway,takeaway,63,2020-05-03,63,takeaway,takeaway,533.0,NLD,positive
2020-05-10,78,nl,takeaway,takeaway,57,2020-05-10,57,takeaway,takeaway,533.0,NLD,positive
2020-05-17,73,nl,takeaway,takeaway,52,2020-05-17,52,takeaway,takeaway,533.0,NLD,positive
2020-05-24,54,nl,takeaway,takeaway,28,2020-05-24,28,takeaway,takeaway,533.0,NLD,positive
2020-05-31,38,nl,takeaway,takeaway,17,2020-05-31,17,takeaway,takeaway,533.0,NLD,positive
2020-06-07,48,nl,takeaway,takeaway,25,2020-06-07,25,takeaway,takeaway,533.0,NLD,positive
2020-06-14,37,nl,takeaway,takeaway,12,2020-06-14,12,takeaway,takeaway,533.0,NLD,positive
2020-06-21,30,nl,takeaway,takeaway,4,2020-06-21,4,takeaway,takeaway,533.0,NLD,positive
2020-06-28,45,nl,takeaway,takeaway,19,2020-06-28,19,takeaway,takeaway,533.0,NLD,positive
2020-07-05,43,nl,takeaway,takeaway,23,2020-07-05,23,takeaway,takeaway,533.0,NLD,positive
2020-07-12,20,nl,takeaway,takeaway,7,2020-07-12,-7,takeaway,takeaway,533.0,NLD,negative
2020-07-19,33,nl,takeaway,takeaway,4,2020-07-19,4,takeaway,takeaway,533.0,NLD,positive
2020-07-26,27,nl,takeaway,takeaway,12,2020-07-26,-12,takeaway,takeaway,533.0,NLD,negative
2020-08-02,39,nl,takeaway,takeaway,14,2020-08-02,14,takeaway,takeaway,533.0,NLD,positive
2020-08-09,33,nl,takeaway,takeaway,3,2020-08-09,3,takeaway,takeaway,533.0,NLD,positive
2020-08-16,34,nl,takeaway,takeaway,10,2020-08-16,10,takeaway,takeaway,533.0,NLD,positive
2020-08-23,30,nl,takeaway,takeaway,0,2020-08-23,0,takeaway,takeaway,533.0,NLD,positive
2020-08-30,33,nl,takeaway,takeaway,9,2020-08-30,9,takeaway,takeaway,533.0,NLD,positive
2020-09-06,45,nl,takeaway,takeaway,21,2020-09-06,21,takeaway,takeaway,533.0,NLD,positive
2020-09-13,31,nl,takeaway,takeaway,13,2020-09-13,13,takeaway,takeaway,533.0,NLD,positive
2020-09-20,21,nl,takeaway,takeaway,2,2020-09-20,-2,takeaway,takeaway,533.0,NLD,negative
2020-09-27,32,nl,takeaway,takeaway,7,2020-09-27,7,takeaway,takeaway,533.0,NLD,positive
2020-10-04,38,nl,takeaway,takeaway,5,2020-10-04,5,takeaway,takeaway,533.0,NLD,positive
2020-10-11,78,nl,takeaway,takeaway,47,2020-10-11,47,takeaway,takeaway,533.0,NLD,positive
2020-10-18,100,nl,takeaway,takeaway,72,2020-10-18,72,takeaway,takeaway,533.0,NLD,positive
2020-10-25,99,nl,takeaway,takeaway,70,2020-10-25,70,takeaway,takeaway,533.0,NLD,positive
2020-11-01,91,nl,takeaway,takeaway,71,2020-11-01,71,takeaway,takeaway,533.0,NLD,positive
2019-11-03,54,uk,takeaway,takeaway,1,2019-11-03,1,takeaway,takeaway,826.0,GBR,positive
2019-11-10,50,uk,takeaway,takeaway,7,2019-11-10,-7,takeaway,takeaway,826.0,GBR,negative
2019-11-17,53,uk,takeaway,takeaway,3,2019-11-17,-3,takeaway,takeaway,826.0,GBR,negative
2019-11-24,52,uk,takeaway,takeaway,0,2019-11-24,0,takeaway,takeaway,826.0,GBR,positive
2019-12-01,51,uk,takeaway,takeaway,0,2019-12-01,0,takeaway,takeaway,826.0,GBR,positive
2019-12-08,46,uk,takeaway,takeaway,7,2019-12-08,-7,takeaway,takeaway,826.0,GBR,negative
2019-12-15,48,uk,takeaway,takeaway,6,2019-12-15,-6,takeaway,takeaway,826.0,GBR,negative
2019-12-22,56,uk,takeaway,takeaway,2,2019-12-22,-2,takeaway,takeaway,826.0,GBR,negative
2019-12-29,57,uk,takeaway,takeaway,8,2019-12-29,-8,takeaway,takeaway,826.0,GBR,negative
2020-01-05,47,uk,takeaway,takeaway,5,2020-01-05,-5,takeaway,takeaway,826.0,GBR,negative
2020-01-12,47,uk,takeaway,takeaway,9,2020-01-12,-9,takeaway,takeaway,826.0,GBR,negative
2020-01-19,50,uk,takeaway,takeaway,1,2020-01-19,1,takeaway,takeaway,826.0,GBR,positive
2020-01-26,54,uk,takeaway,takeaway,4,2020-01-26,4,takeaway,takeaway,826.0,GBR,positive
2020-02-02,52,uk,takeaway,takeaway,9,2020-02-02,-9,takeaway,takeaway,826.0,GBR,negative
2020-02-09,51,uk,takeaway,takeaway,2,2020-02-09,-2,takeaway,takeaway,826.0,GBR,negative
2020-02-16,55,uk,takeaway,takeaway,1,2020-02-16,1,takeaway,takeaway,826.0,GBR,positive
2020-02-23,55,uk,takeaway,takeaway,0,2020-02-23,0,takeaway,takeaway,826.0,GBR,positive
2020-03-01,55,uk,takeaway,takeaway,5,2020-03-01,5,takeaway,takeaway,826.0,GBR,positive
2020-03-08,48,uk,takeaway,takeaway,1,2020-03-08,1,takeaway,takeaway,826.0,GBR,positive
2020-03-15,71,uk,takeaway,takeaway,13,2020-03-15,13,takeaway,takeaway,826.0,GBR,positive
2020-03-22,100,uk,takeaway,takeaway,47,2020-03-22,47,takeaway,takeaway,826.0,GBR,positive
2020-03-29,81,uk,takeaway,takeaway,8,2020-03-29,8,takeaway,takeaway,826.0,GBR,positive
2020-04-05,73,uk,takeaway,takeaway,6,2020-04-05,-6,takeaway,takeaway,826.0,GBR,negative
2020-04-12,97,uk,takeaway,takeaway,18,2020-04-12,18,takeaway,takeaway,826.0,GBR,positive
2020-04-19,79,uk,takeaway,takeaway,8,2020-04-19,8,takeaway,takeaway,826.0,GBR,positive
2020-04-26,90,uk,takeaway,takeaway,37,2020-04-26,37,takeaway,takeaway,826.0,GBR,positive
2020-05-03,89,uk,takeaway,takeaway,40,2020-05-03,40,takeaway,takeaway,826.0,GBR,positive
2020-05-10,90,uk,takeaway,takeaway,38,2020-05-10,38,takeaway,takeaway,826.0,GBR,positive
2020-05-17,91,uk,takeaway,takeaway,40,2020-05-17,40,takeaway,takeaway,826.0,GBR,positive
2020-05-24,98,uk,takeaway,takeaway,42,2020-05-24,42,takeaway,takeaway,826.0,GBR,positive
2020-05-31,90,uk,takeaway,takeaway,37,2020-05-31,37,takeaway,takeaway,826.0,GBR,positive
2020-06-07,95,uk,takeaway,takeaway,48,2020-06-07,48,takeaway,takeaway,826.0,GBR,positive
2020-06-14,91,uk,takeaway,takeaway,43,2020-06-14,43,takeaway,takeaway,826.0,GBR,positive
2020-06-21,91,uk,takeaway,takeaway,37,2020-06-21,37,takeaway,takeaway,826.0,GBR,positive
2020-06-28,85,uk,takeaway,takeaway,37,2020-06-28,37,takeaway,takeaway,826.0,GBR,positive
2020-07-05,84,uk,takeaway,takeaway,33,2020-07-05,33,takeaway,takeaway,826.0,GBR,positive
2020-07-12,78,uk,takeaway,takeaway,25,2020-07-12,25,takeaway,takeaway,826.0,GBR,positive
2020-07-19,84,uk,takeaway,takeaway,27,2020-07-19,27,takeaway,takeaway,826.0,GBR,positive
2020-07-26,89,uk,takeaway,takeaway,35,2020-07-26,35,takeaway,takeaway,826.0,GBR,positive
2020-08-02,94,uk,takeaway,takeaway,43,2020-08-02,43,takeaway,takeaway,826.0,GBR,positive
2020-08-09,97,uk,takeaway,takeaway,38,2020-08-09,38,takeaway,takeaway,826.0,GBR,positive
2020-08-16,92,uk,takeaway,takeaway,35,2020-08-16,35,takeaway,takeaway,826.0,GBR,positive
2020-08-23,98,uk,takeaway,takeaway,27,2020-08-23,27,takeaway,takeaway,826.0,GBR,positive
2020-08-30,93,uk,takeaway,takeaway,36,2020-08-30,36,takeaway,takeaway,826.0,GBR,positive
2020-09-06,85,uk,takeaway,takeaway,32,2020-09-06,32,takeaway,takeaway,826.0,GBR,positive
2020-09-13,82,uk,takeaway,takeaway,30,2020-09-13,30,takeaway,takeaway,826.0,GBR,positive
2020-09-20,84,uk,takeaway,takeaway,31,2020-09-20,31,takeaway,takeaway,826.0,GBR,positive
2020-09-27,82,uk,takeaway,takeaway,25,2020-09-27,25,takeaway,takeaway,826.0,GBR,positive
2020-10-04,72,uk,takeaway,takeaway,13,2020-10-04,13,takeaway,takeaway,826.0,GBR,positive
2020-10-11,62,uk,takeaway,takeaway,10,2020-10-11,10,takeaway,takeaway,826.0,GBR,positive
2020-10-18,68,uk,takeaway,takeaway,14,2020-10-18,14,takeaway,takeaway,826.0,GBR,positive
2020-10-25,67,uk,takeaway,takeaway,19,2020-10-25,19,takeaway,takeaway,826.0,GBR,positive
2020-11-01,81,uk,takeaway,takeaway,27,2020-11-01,27,takeaway,takeaway,826.0,GBR,positive
2019-11-03,37,ger,to-go,zummitnehmen,2,2019-11-03,2,to go,to go,276.0,DEU,positive
2019-11-10,57,ger,to-go,zummitnehmen,21,2019-11-10,21,to go,to go,276.0,DEU,positive
2019-11-17,45,ger,to-go,zummitnehmen,4,2019-11-17,-4,to go,to go,276.0,DEU,negative
2019-11-24,51,ger,to-go,zummitnehmen,8,2019-11-24,8,to go,to go,276.0,DEU,positive
2019-12-01,56,ger,to-go,zummitnehmen,7,2019-12-01,7,to go,to go,276.0,DEU,positive
2019-12-08,46,ger,to-go,zummitnehmen,3,2019-12-08,3,to go,to go,276.0,DEU,positive
2019-12-15,36,ger,to-go,zummitnehmen,7,2019-12-15,-7,to go,to go,276.0,DEU,negative
2019-12-22,52,ger,to-go,zummitnehmen,10,2019-12-22,10,to go,to go,276.0,DEU,positive
2019-12-29,58,ger,to-go,zummitnehmen,16,2019-12-29,16,to go,to go,276.0,DEU,positive
2020-01-05,39,ger,to-go,zummitnehmen,0,2020-01-05,0,to go,to go,276.0,DEU,positive
2020-01-12,40,ger,to-go,zummitnehmen,11,2020-01-12,-11,to go,to go,276.0,DEU,negative
2020-01-19,45,ger,to-go,zummitnehmen,4,2020-01-19,4,to go,to go,276.0,DEU,positive
2020-01-26,42,ger,to-go,zummitnehmen,1,2020-01-26,-1,to go,to go,276.0,DEU,negative
2020-02-02,39,ger,to-go,zummitnehmen,1,2020-02-02,1,to go,to go,276.0,DEU,positive
2020-02-09,46,ger,to-go,zummitnehmen,9,2020-02-09,9,to go,to go,276.0,DEU,positive
2020-02-16,51,ger,to-go,zummitnehmen,7,2020-02-16,7,to go,to go,276.0,DEU,positive
2020-02-23,44,ger,to-go,zummitnehmen,2,2020-02-23,-2,to go,to go,276.0,DEU,negative
2020-03-01,41,ger,to-go,zummitnehmen,5,2020-03-01,-5,to go,to go,276.0,DEU,negative
2020-03-08,28,ger,to-go,zummitnehmen,13,2020-03-08,-13,to go,to go,276.0,DEU,negative
2020-03-15,42,ger,to-go,zummitnehmen,0,2020-03-15,0,to go,to go,276.0,DEU,positive
2020-03-22,62,ger,to-go,zummitnehmen,19,2020-03-22,19,to go,to go,276.0,DEU,positive
2020-03-29,65,ger,to-go,zummitnehmen,1,2020-03-29,-1,to go,to go,276.0,DEU,negative
2020-04-05,62,ger,to-go,zummitnehmen,10,2020-04-05,10,to go,to go,276.0,DEU,positive
2020-04-12,57,ger,to-go,zummitnehmen,9,2020-04-12,9,to go,to go,276.0,DEU,positive
2020-04-19,73,ger,to-go,zummitnehmen,29,2020-04-19,29,to go,to go,276.0,DEU,positive
2020-04-26,74,ger,to-go,zummitnehmen,26,2020-04-26,26,to go,to go,276.0,DEU,positive
2020-05-03,73,ger,to-go,zummitnehmen,32,2020-05-03,32,to go,to go,276.0,DEU,positive
2020-05-10,59,ger,to-go,zummitnehmen,23,2020-05-10,23,to go,to go,276.0,DEU,positive
2020-05-17,62,ger,to-go,zummitnehmen,19,2020-05-17,19,to go,to go,276.0,DEU,positive
2020-05-24,55,ger,to-go,zummitnehmen,11,2020-05-24,11,to go,to go,276.0,DEU,positive
2020-05-31,51,ger,to-go,zummitnehmen,4,2020-05-31,-4,to go,to go,276.0,DEU,negative
2020-06-07,56,ger,to-go,zummitnehmen,14,2020-06-07,14,to go,to go,276.0,DEU,positive
2020-06-14,48,ger,to-go,zummitnehmen,10,2020-06-14,-10,to go,to go,276.0,DEU,negative
2020-06-21,58,ger,to-go,zummitnehmen,4,2020-06-21,-4,to go,to go,276.0,DEU,negative
2020-06-28,49,ger,to-go,zummitnehmen,7,2020-06-28,7,to go,to go,276.0,DEU,positive
2020-07-05,54,ger,to-go,zummitnehmen,9,2020-07-05,9,to go,to go,276.0,DEU,positive
2020-07-12,58,ger,to-go,zummitnehmen,11,2020-07-12,11,to go,to go,276.0,DEU,positive
2020-07-19,54,ger,to-go,zummitnehmen,2,2020-07-19,2,to go,to go,276.0,DEU,positive
2020-07-26,59,ger,to-go,zummitnehmen,16,2020-07-26,16,to go,to go,276.0,DEU,positive
2020-08-02,74,ger,to-go,zummitnehmen,21,2020-08-02,21,to go,to go,276.0,DEU,positive
2020-08-09,70,ger,to-go,zummitnehmen,27,2020-08-09,27,to go,to go,276.0,DEU,positive
2020-08-16,71,ger,to-go,zummitnehmen,13,2020-08-16,13,to go,to go,276.0,DEU,positive
2020-08-23,68,ger,to-go,zummitnehmen,14,2020-08-23,14,to go,to go,276.0,DEU,positive
2020-08-30,47,ger,to-go,zummitnehmen,4,2020-08-30,4,to go,to go,276.0,DEU,positive
2020-09-06,58,ger,to-go,zummitnehmen,9,2020-09-06,9,to go,to go,276.0,DEU,positive
2020-09-13,51,ger,to-go,zummitnehmen,7,2020-09-13,7,to go,to go,276.0,DEU,positive
2020-09-20,59,ger,to-go,zummitnehmen,10,2020-09-20,10,to go,to go,276.0,DEU,positive
2020-09-27,63,ger,to-go,zummitnehmen,22,2020-09-27,22,to go,to go,276.0,DEU,positive
2020-10-04,56,ger,to-go,zummitnehmen,10,2020-10-04,10,to go,to go,276.0,DEU,positive
2020-10-11,69,ger,to-go,zummitnehmen,14,2020-10-11,14,to go,to go,276.0,DEU,positive
2020-10-18,64,ger,to-go,zummitnehmen,9,2020-10-18,9,to go,to go,276.0,DEU,positive
2020-10-25,67,ger,to-go,zummitnehmen,24,2020-10-25,24,to go,to go,276.0,DEU,positive
2020-11-01,100,ger,to-go,zummitnehmen,63,2020-11-01,63,to go,to go,276.0,DEU,positive
2019-11-03,66,nl,to-go,to-go,2,2019-11-03,2,to go,to go,533.0,NLD,positive
2019-11-10,74,nl,to-go,to-go,2,2019-11-10,-2,to go,to go,533.0,NLD,negative
2019-11-17,80,nl,to-go,to-go,3,2019-11-17,-3,to go,to go,533.0,NLD,negative
2019-11-24,72,nl,to-go,to-go,7,2019-11-24,-7,to go,to go,533.0,NLD,negative
2019-12-01,71,nl,to-go,to-go,5,2019-12-01,-5,to go,to go,533.0,NLD,negative
2019-12-08,64,nl,to-go,to-go,9,2019-12-08,-9,to go,to go,533.0,NLD,negative
2019-12-15,69,nl,to-go,to-go,4,2019-12-15,4,to go,to go,533.0,NLD,positive
2019-12-22,75,nl,to-go,to-go,3,2019-12-22,-3,to go,to go,533.0,NLD,negative
2019-12-29,75,nl,to-go,to-go,3,2019-12-29,3,to go,to go,533.0,NLD,positive
2020-01-05,75,nl,to-go,to-go,0,2020-01-05,0,to go,to go,533.0,NLD,positive
2020-01-12,76,nl,to-go,to-go,5,2020-01-12,5,to go,to go,533.0,NLD,positive
